tuition,pcttop25,sf_ratio,fac_comp,accrate,graduat,pct_phd,fulltime,alumni,num_enrl,public/private
8907,57,10.8,68800,0.81,54,89,84.59,6,2408,0
11380,51,14.8,61800,0.832,93,81,89.85,25,1507,1
7441,NA,20.4,60700,0.969,48,81,74.18,5,1527,0
8468,45,15,33300,0.833,NA,68,78.59,10,132,1
9600,47,10.5,36300,0.8,68,39,49.36,15,86,1
8670,92,11.3,43200,0.815,68,42,63.02,33,477,1
6346,54,13.4,NA,0.549,NA,26,NA,NA,227,1
10230,37,13.3,40100,0.849,67,59,69.19,16,225,1
15948,68,12.8,56700,0.879,78,82,93.22,29,575,1
11520,47,13.3,55700,0.921,83,73,72.02,31,695,1
4536,32,18,59700,0.88,50,71,72.46,1,1907,0
6293,NA,20.8,NA,1,44,65,86.76,NA,319,1
4017,39,19.9,43400,0.951,36,55,55.14,NA,1238,1
5950,41,8.4,35800,0.765,NA,38,69.64,NA,81,1
1928,38,22.8,50500,0.939,31,65,62.42,NA,1326,0
3590,39,18.5,45600,0.917,NA,64,85.37,3,520,0
2064,NA,41.7,41500,0.606,NA,69,88.17,NA,400,1
2280,NA,20.2,46400,0.858,25,62,69.99,NA,NA,0
5390,59,15.1,39900,0.898,50,63,70.77,18,484,1
6400,44,16.2,46600,0.986,45,58,86.16,8,351,1
3687,43,23.6,45400,0.982,43,67,70.68,3,208,0
5336,57,15.3,55500,0.865,48,84,88.56,14,2181,0
3274,27,18.1,42500,0.98,29,58,90.52,NA,251,0
10500,50,11.6,38100,0.832,39,58,87.79,19,174,1
3738,50,19.6,44000,0.856,53,55,81.98,9,447,0
3225,NA,NA,48500,NA,NA,NA,86.03,NA,920,0
5173,63,11.5,59300,0.837,44,86,83.88,11,2233,0
11750,68,11.5,62500,0.909,47,94,87.15,10,696,1
9600,40,14.3,43600,0.689,41,56,79.74,NA,81,1
2600,NA,11.9,49200,0.843,NA,60,75.86,NA,356,0
12500,52,13.5,44400,0.897,52,53,96.73,22,294,1
15800,64,12.3,59800,0.754,69,97,96.76,21,482,1
13380,72,17.8,54600,0.761,81,89,64.82,34,458,1
7770,NA,20,47200,0.889,NA,77,95.91,7,695,0
7890,NA,13.9,61500,0.844,45,88,91.75,NA,1637,0
8676,NA,14.7,57200,0.91,41,20,68.68,NA,271,0
14210,71,10.9,46100,0.9,42,76,96.75,22,288,1
19960,80,11.8,60700,0.73,68,90,95.16,37,327,1
7000,NA,17.6,51700,0.838,NA,89,77.25,11,768,0
10602,61,19.7,59400,0.78,54,79,87.91,13,2546,0
12040,58,13.2,53600,0.845,72,92,92.14,17,419,1
7940,NA,12.9,32800,0.777,29,39,84.68,NA,53,1
14800,80,13.3,62100,0.8,68,91,90.94,37,395,1
15595,63,11.3,56200,0.808,80,79,76.08,23,227,1
17080,77,9.9,53200,0.716,76,73,97.49,41,484,1
8374,30,10.8,36100,0.868,72,42,63.32,12,168,1
12850,56,12.2,50000,0.731,73,78,62.85,30,348,1
18165,95,12.3,63900,0.553,89,100,98.55,49,313,1
18550,85,14.2,67800,0.582,93,95,99.07,36,862,1
10518,28,16.5,50300,0.825,71,59,69.89,36,224,1
17900,89,9.2,82000,0.596,74,86,93.61,31,1191,1
14340,58,11.7,46800,0.782,74,58,50.87,39,198,1
13500,56,9.3,50000,0.929,52,95,76.09,37,91,1
10335,64,8.3,39100,0.743,73,71,69.07,29,126,1
10860,58,12.9,45500,0.62,96,56,69.45,23,317,1
11645,39,19.3,47300,0.867,65,NA,61.99,26,435,1
18700,68,11.2,59300,0.842,87,87,96.82,39,487,1
12348,50,13.1,70900,0.85,61,NA,72.99,18,1118,1
10578,64,13.8,60100,0.839,75,84,81.87,19,1003,1
11190,42,13.6,47300,0.806,54,60,74.86,22,165,1
14190,70,12.8,57100,0.763,81,65,83.15,25,426,1
24940,80,10.9,69400,0.648,86,93,97.76,34,508,1
10970,57,13.3,46900,0.774,65,47,79.58,18,678,1
9476,39,20.1,46900,0.799,74,67,83.5,26,237,1
19964,78,12.1,63700,0.686,83,94,97.69,32,575,1
5224,88,18.4,NA,0.446,100,65,98.44,18,573,1
11000,56,7.8,34100,0.624,96,36,39.25,22,104,1
18833,97,10.6,71600,0.436,95,94,NA,51,292,1
8800,41,11.2,46500,0.569,74,44,49.93,15,169,1
10000,44,11.2,49200,0.944,69,56,27.46,33,103,1
7352,58,20.6,71100,0.512,63,77,90.95,20,1625,0
14850,55,12.7,54500,0.855,80,97,96.15,37,298,1
10910,45,15.6,52000,0.723,87,66,48.03,37,381,1
18730,59,10.5,64700,0.599,92,93,89.93,38,572,1
12600,56,15.1,59700,0.626,84,90,62.23,9,622,1
13850,56,12.3,53100,0.765,85,84,65.78,30,320,1
18700,84,12.5,80500,0.673,91,96,97.02,43,1092,1
4818,41,12.6,48600,0.657,45,71,97.31,8,326,0
13900,37,14,50700,0.781,72,75,94.85,32,363,1
11040,51,11.8,50800,0.776,66,65,78.32,30,323,1
9813,40,16.7,42900,0.69,78,45,80.65,29,397,1
10300,64,14.1,50500,0.793,89,68,97.71,30,607,1
14990,58,15.2,53700,0.775,74,86,71.9,28,303,1
9358,NA,10.9,45400,0.805,68,58,44.39,29,166,1
16975,61,12.8,60000,0.729,83,76,82.47,39,462,1
12350,64,12.6,68300,0.698,63,88,50.17,19,502,1
7844,55,18,69600,0.447,75,66,86.07,19,1025,0
6312,24,16.3,70800,0.548,58,53,85.85,NA,1028,0
6122,NA,13,72500,0.695,NA,52,94.56,NA,287,0
7844,20,19,67900,0.696,54,54,88.55,13,1349,0
8285,33,19.4,68500,0.483,57,58,86.47,NA,1136,0
7352,41,16.1,63100,0.62,63,47,91.25,14,651,0
7452,NA,15.9,67000,0.64,55,48,89.7,NA,606,0
7844,60,16.8,71600,0.512,71,72,77.06,20,960,0
7844,53,18.8,73500,0.564,72,80,94.61,13,1116,0
7352,67,16.9,67600,0.669,56,72,86.21,20,1241,0
7844,51,15.3,67100,0.544,52,76,79.72,16,1372,0
12520,22,7.5,NA,0.723,57,16,96.71,9,290,1
11690,42,12.9,53800,0.819,68,48,61.49,15,468,1
9700,38,14.5,45200,0.85,66,45,45.55,10,207,1
6540,NA,18.5,55400,0.85,58,58,59.18,7,387,1
11240,56,11.2,45300,0.848,71,71,78.17,37,197,1
10880,45,19.3,46300,0.788,69,64,73.06,24,284,1
12750,71,17.4,62300,0.795,83,84,65.3,13,776,1
10850,35,12.3,48100,0.85,88,62,85.05,31,278,1
16130,59,13.9,52100,0.721,90,83,89.68,37,465,1
19124,97,8.8,69900,0.392,95,93,NA,58,413,1
10096,37,11.2,75500,0.644,45,87,75.94,NA,2399,0
11172,31,11.6,48100,0.824,60,68,84.96,16,253,1
17020,100,6.3,94500,0.422,93,95,94.55,38,2464,1
10786,59,7.8,68800,0.743,66,93,75.39,10,2503,0
11584,60,14.1,62100,0.658,92,83,88.17,41,910,1
14900,77,11.6,56300,0.733,79,82,98.52,40,308,1
15925,68,13.4,69800,0.72,96,89,83.12,24,1477,1
16260,64,12.1,60200,0.843,86,91,87.91,40,334,1
8840,30,16.2,45100,0.822,63,57,95.45,26,324,1
12065,58,12.5,50800,0.869,80,62,95.14,41,377,1
11150,36,13.3,50200,0.877,67,78,74.94,24,434,1
11428,50,8.3,35000,0.778,67,67,22.74,43,46,1
4990,63,18.1,60300,0.621,99,75,63.39,28,691,1
19528,95,7.6,79700,0.257,97,99,94.18,39,1462,1
12600,43,19,70900,0.813,82,84,71.8,NA,632,1
14400,55,18.4,64600,0.651,96,66,73.24,35,973,1
6694,50,15.7,59400,0.765,47,74,64.34,12,1030,0
16684,45,10,59800,0.46,96,27,NA,22,379,1
14200,20,9.6,48100,0.852,71,64,83.36,21,362,1
10330,40,16.6,70300,0.804,63,84,78.36,7,1968,0
7730,NA,19.2,39500,0.754,39,60,67.62,NA,397,1
5210,NA,14.6,30800,0.908,48,44,95.02,11,341,1
8300,29,15.2,32900,0.839,58,62,96.94,18,88,1
7070,36,17.1,52000,0.828,84,95,87.39,17,611,0
4412,47,16.9,NA,0.583,21,69,98.66,31,499,1
8116,65,18,57100,0.652,73,82,93.85,17,2301,0
9888,47,12.1,43000,0.748,75,64,75.66,39,295,1
6120,55,17.2,46200,0.658,51,73,85.1,18,1265,0
10425,67,14.7,44200,0.833,76,61,80.33,34,242,1
12050,70,10.2,47300,0.925,75,63,88.93,31,149,1
10485,74,13.5,44400,0.845,67,76,93.83,47,167,1
13440,82,13.5,58300,0.903,82,92,93.13,28,685,1
4938,33,17,47000,0.865,51,67,85.88,11,510,0
7100,40,11.2,30300,0.764,NA,39,53.54,8,369,1
4515,13,18.6,30300,0.828,60,53,98.72,34,330,1
10194,36,11.4,33900,0.828,83,57,94.35,32,154,1
11859,63,13.4,50100,0.769,85,80,97.42,42,302,1
4380,16,18.3,43200,0.685,NA,60,89.51,NA,946,0
8074,66,16.9,57700,0.756,63,84,77.48,18,2328,0
5800,24,14.8,45700,0.66,48,62,56.78,3,377,0
7000,28,17,41900,0.75,51,74,72.01,7,732,0
4450,30,22.9,26500,0.687,58,43,97.23,3,188,1
6400,61,12.8,47400,0.778,59,71,83.52,26,769,0
12680,83,15.3,56000,0.623,75,91,96.89,42,273,1
10990,58,10.4,48700,0.953,69,66,81.67,30,306,1
3222,23,29.2,39600,1,51,63,67.2,9,588,0
7540,32,11.4,31700,0.532,75,38,70.23,NA,135,1
3222,21,19.4,42000,0.93,35,47,62.33,NA,229,0
7260,9,12.9,NA,0.328,21,31,85.03,4,124,1
6844,37,11.7,NA,0.989,44,45,57.97,38,126,1
3437,40,20.2,40700,0.999,54,68,76.55,NA,2054,0
8990,35,14.8,39100,0.915,48,73,69.38,7,211,1
3573,55,15.5,50000,0.901,NA,80,75.22,9,866,0
3811,37,15,44000,0.922,67,62,86.39,29,1701,0
5550,NA,18.2,45800,0.752,36,66,63.33,8,1179,0
7800,67,11.1,45500,0.798,49,61,75.92,19,481,1
6200,28,11.7,32300,0.765,35,63,82.42,13,104,1
8150,62,13.6,39000,0.868,67,61,88.14,16,464,1
9300,42,11.1,43200,0.591,63,81,74.58,24,224,1
9700,48,19,48400,0.779,56,73,93.79,NA,181,1
5500,32,11.3,NA,0.912,37,55,66.17,NA,199,1
5775,NA,16.2,45100,0.915,73,97,85.09,12,611,1
5800,36,14,50400,0.82,42,73,71.75,9,1303,0
6240,36,12.5,37500,0.668,43,74,NA,22,226,1
5500,54,16.1,37400,0.612,62,68,95.92,13,314,1
8664,65,10.7,NA,0.845,65,65,92.04,25,142,1
5400,46,11.1,NA,0.811,NA,30,91.94,4,293,1
5170,35,16.1,37900,0.647,60,61,72.1,10,224,1
4788,23,18.5,36000,0.765,52,42,91.05,5,453,1
4200,59,16.2,NA,0.638,NA,59,86.84,NA,177,1
5950,55,14.6,NA,0.714,53,67,60.46,35,363,1
11200,52,11.1,40600,0.607,51,80,82.98,43,176,1
5908,NA,16.9,54200,0.652,33,77,68.59,11,1691,0
5550,NA,19.2,50100,0.746,39,69,81.3,10,2132,0
8200,52,12,41000,0.756,64,63,93.32,16,189,1
8414,NA,14.1,33400,0.944,59,49,80.19,19,349,1
15200,82,10.8,53800,0.795,77,90,95.8,47,391,1
4836,31,18.6,51200,0.622,41,72,70.47,NA,721,0
4025,29,16.9,54000,0.98,54,76,87.65,NA,1580,0
7070,29,8.9,NA,0.784,36,59,62.91,16,99,1
4750,50,14,NA,1,49,57,78.33,NA,145,1
7700,34,21.9,37300,0.594,52,70,96.09,28,145,1
5780,84,13.5,41400,0.889,NA,44,77.08,13,406,1
5800,NA,16.8,53800,0.64,39,76,75.3,NA,991,0
5764,53,16.5,63000,0.719,53,86,82.95,22,3013,0
5832,NA,19.6,52700,0.776,48,68,87.37,10,1123,0
15350,83,10.3,63600,0.669,82,89,97.92,52,326,1
17865,92,5.8,75600,0.602,83,93,98.39,26,1499,1
7300,NA,12.6,NA,0.768,62,70,96.47,NA,108,1
7440,52,18.1,49400,0.742,60,70,84.31,12,721,1
5130,54,23.1,51700,0.565,34,60,73.48,5,1016,0
11280,74,13,51800,0.842,71,81,98.68,33,295,1
6900,34,12.1,NA,0.931,42,67,75.64,9,106,1
5400,64,14.4,NA,0.872,87,48,35.48,1,155,1
4950,36,15.7,40900,0.9,38,62,87.43,7,265,1
5390,NA,21.8,53600,0.649,35,87,75.46,9,719,0
6300,40,13.7,40000,0.908,38,75,80.34,10,350,1
5190,34,12.7,NA,0.88,37,59,84.88,6,322,1
5400,55,14,43400,0.799,56,65,74.36,NA,215,1
5180,20,11,NA,0.609,NA,55,84.42,6,114,1
8840,49,11.4,NA,0.797,95,67,75.19,21,386,1
4752,27,18.4,44700,0.738,26,48,57.27,12,1043,0
8840,54,20.8,44900,0.874,56,58,95.21,23,204,1
6612,29,11.9,NA,0.909,39,39,79.83,8,275,1
4950,35,16.4,NA,0.87,NA,46,70.88,NA,259,1
6930,50,11,NA,0.711,32,57,64.85,11,187,1
5130,NA,21.6,50500,0.704,36,95,66.25,7,751,0
4104,51,22.6,55500,0.62,35,86,73.23,6,2049,0
8530,46,14.9,43700,0.579,37,56,56.06,25,295,1
3486,46,22.9,46700,1,16,92,70.81,NA,1800,0
9950,95,8.6,81600,0.191,91,91,NA,39,633,1
5130,41,27.2,52900,0.733,43,76,79.86,NA,1577,0
8955,51,11.8,34300,0.707,52,51,84.03,23,131,1
12772,69,13.5,68700,0.803,72,74,92.67,17,1166,1
4860,48,21.2,49200,0.623,39,70,76.35,13,2421,0
7536,27,13,NA,0.991,36,44,68.89,12,172,1
11850,77,11.3,59000,0.733,67,83,96.48,35,352,1
9428,45,15.7,44800,0.796,46,76,64.92,16,375,1
8678,60,16.2,58500,0.821,72,82,83.72,7,414,1
4860,32,21.4,48100,0.76,50,85,88.43,3,2272,0
3888,20,18.8,46200,NA,28,68,78.84,NA,305,0
4290,22,19.4,48100,0.929,35,55,91.06,1,1061,0
4860,28,21.9,46200,0.916,41,60,87.03,NA,923,0
8490,64,14.8,63200,0.752,64,81,88.47,23,1195,1
3750,18,12.1,NA,0.838,25,48,98.37,NA,206,1
3605,26,18.4,NA,0.744,26,37,92.63,NA,189,1
7850,57,13.8,44900,0.851,50,54,67.6,24,215,1
7860,85,18.2,53500,0.747,10,65,64.29,21,2604,0
4860,58,24.7,59500,0.797,41,82,85.79,24,2957,0
6400,44,14.5,54400,0.846,43,80,75.44,10,279,1
2279,NA,14.3,50100,0.786,35,67,65.91,6,474,0
12240,93,9.6,68600,0.75,93,94,95.69,20,601,1
10760,74,13.4,48900,0.863,63,85,93.55,26,246,1
4104,65,14.6,65100,0.64,32,NA,62.12,13,2150,0
8550,77,12.6,NA,0.749,62,75,70.92,17,185,1
4422,43,21,57700,0.78,29,73,56.55,4,1448,0
5130,85,19.7,71300,0.649,65,91,85.26,11,5329,0
4104,38,23.1,53500,0.834,NA,88,66.47,NA,2252,0
5100,NA,13.6,38700,0.854,91,50,31.33,5,196,1
4104,35,21.9,43500,0.772,34,70,75.96,10,1023,0
2340,82,20.5,71100,0.733,33,76,95.62,40,4615,1
6857,53,12.8,65200,0.881,37,89,62.39,9,2400,0
5775,53,18.7,56700,0.893,NA,83,71.46,10,2426,0
4362,NA,20.5,45900,0.973,59,62,84.46,7,856,0
5148,46,23.9,51800,0.953,38,66,60.25,0,1750,0
8820,60,10.5,44800,0.785,50,68,56.85,34,213,1
21700,53,10.1,44900,0.63,55,35,99.56,33,114,1
7656,22,14.7,48000,0.748,79,89,84.03,8,363,0
8300,21,9.5,NA,0.837,76,53,53.74,19,55,1
13936,NA,14.5,NA,0.906,100,56,NA,8,49,1
11750,20,14,43000,0.805,76,77,92.84,24,198,1
7656,13,14.4,46900,0.803,36,80,78.01,15,279,0
7320,20,12.6,50000,0.938,51,48,86.47,15,223,0
18375,NA,7.5,NA,0.698,61,56,95.94,41,63,1
25750,89,10.5,65100,0.339,97,87,98.1,51,451,1
14134,29,13.1,48400,0.932,63,71,82.98,22,626,1
8940,27,13.4,NA,0.392,57,28,59.97,NA,108,1
13030,64,14.5,54000,0.723,84,79,94.18,34,463,1
11010,41,10.4,39200,0.833,78,58,47.22,26,91,1
15516,51,9.9,59200,0.784,79,87,81.46,10,1735,0
9925,40,22.4,40000,0.887,48,59,59.09,11,172,1
7150,30,17.8,NA,0.95,53,61,83.5,3,181,1
10265,53,13.2,47900,0.803,82,68,94.12,24,292,1
11720,88,12.1,65000,0.436,93,89,97.48,31,1217,0
7860,37,21.2,51500,0.867,48,80,62.46,16,428,0
9650,48,11.4,40200,0.905,82,46,93.87,29,227,1
8578,60,13.9,43800,0.844,82,79,96.2,51,226,1
9400,36,12.5,43100,0.827,22,53,92.76,9,336,1
13218,40,13.3,50200,0.788,69,95,99.89,53,307,1
7161,63,14,41500,0.523,70,60,86.2,9,1433,1
13470,58,11.1,48400,0.827,72,78,91.48,48,215,1
7920,47,18.4,49700,0.681,62,74,96.06,23,724,0
12450,21,12.4,48600,0.854,70,62,84.48,24,366,1
7994,72,17.9,55300,0.471,98,77,92.86,29,2082,0
11200,52,6.8,44300,0.884,90,66,69.17,50,199,1
11390,30,10.6,52800,0.82,55,77,61.64,17,214,1
9464,39,15.1,55700,0.681,45,79,76.94,17,1251,0
6684,37,19.6,50500,0.858,62,73,94.48,9,1742,0
13840,46,10.7,48800,0.748,74,77,97.54,38,306,1
13970,66,9.2,51200,0.885,68,88,92.1,24,169,1
10217,45,8.7,60900,0.705,45,81,66.95,11,1567,0
13425,54,13,52200,0.804,72,85,85.93,26,437,1
10700,NA,9.2,46900,0.758,59,60,77.85,20,218,1
5000,17,14,35700,0.892,45,45,94.78,8,243,1
14500,68,6.5,57200,0.87,61,91,92.78,48,146,1
14500,72,11.7,70000,0.461,100,75,82.77,32,756,1
6490,78,17.6,51300,0.501,84,75,80.28,30,756,0
7168,30,18.1,44000,0.814,46,67,72.72,9,250,0
10800,29,19.3,69600,0.765,46,93,71.37,7,1727,0
8170,42,12.3,36300,0.861,48,32,89.03,NA,138,1
9020,34,11.1,59000,0.756,68,84,NA,51,349,0
10260,53,13.8,64100,0.746,73,85,96.84,20,4277,0
5587,30,16,48900,0.814,31,61,89.89,11,704,0
6276,NA,15.8,51600,0.957,NA,57,87.23,NA,1358,0
7384,59,13.7,32400,0.872,30,51,95.09,8,453,1
10900,49,15.7,53800,0.612,68,70,73.04,14,287,1
13750,93,9.6,72800,0.331,90,81,99.81,45,425,1
7242,65,18.1,50100,0.722,51,67,87.87,0,1007,0
7974,NA,17,53700,0.855,47,69,92.15,4,767,0
5820,NA,9.5,39500,0.639,100,48,55.75,13,21,1
13000,67,14.7,51800,0.808,69,78,89.5,32,526,1
13312,68,11,52700,0.868,83,78,89.52,23,504,1
12669,82,16.8,48500,0.859,66,83,73.19,20,411,1
12825,72,12.2,55100,0.728,89,85,89.61,16,494,1
11550,25,14.5,38600,0.864,40,43,46.25,8,63,1
16230,83,15,65500,0.699,63,79,95.2,17,688,1
8199,81,9,68700,0.551,65,96,81.63,10,3343,0
10671,NA,11.5,37900,0.719,NA,48,90.97,32,308,1
8200,70,16.9,58400,0.893,56,84,91.49,30,2440,0
8124,71,22.7,57300,0.642,61,83,94.63,10,1549,0
16670,77,10.5,60200,0.536,72,80,96.37,51,359,1
12660,70,16.9,42000,0.826,80,80,88.81,20,372,1
10468,44,11.5,38600,0.856,52,40,91.11,15,172,1
15700,44,13,43300,0.776,59,80,98.61,24,210,1
4498,57,16.3,38400,0.795,42,24,55.99,NA,518,0
4426,NA,19.2,42000,0.981,49,55,72.4,22,383,1
9400,26,12.8,38600,0.797,94,64,80.13,26,183,1
4238,25,19.6,44500,0.724,50,37,68.65,NA,1800,0
4080,22,17.3,37100,1,65,25,70.45,NA,553,0
5094,60,16.6,47700,0.867,50,77,76.71,10,2007,1
9500,43,2.5,42300,0.784,57,26,55.79,10,204,1
10575,52,13,36900,0.785,98,46,93.96,9,120,1
4694,65,16.5,41800,0.831,46,57,68.78,NA,557,1
4470,25,16.3,41700,0.912,60,33,90.4,10,478,0
4616,NA,19.2,NA,NA,NA,38,59.23,4,957,0
6370,49,13.4,52900,0.81,57,83,93.24,NA,2881,0
14200,55,16.4,49500,0.894,67,58,89.87,42,483,1
10500,49,14.1,38100,0.836,72,66,76.1,27,213,1
8352,46,11.1,36800,0.634,55,36,51.61,26,157,1
16304,54,11.1,56500,0.699,69,87,93.05,26,284,1
12200,55,17.8,NA,0.854,79,74,64.8,25,352,1
13125,43,15.9,47500,0.883,62,74,70.78,22,434,1
9300,NA,20.5,44300,0.817,57,49,52.09,4,323,1
9400,47,17.2,39300,0.909,57,49,31.19,25,231,1
17163,77,10.1,56100,0.762,77,76,93.85,57,324,1
9400,41,8.4,41400,0.813,59,37,63.98,21,337,1
11610,71,13.5,66200,0.893,77,86,89.72,25,1685,1
11505,69,16.7,55100,0.894,67,35,66.73,23,496,1
8950,32,10.7,37100,0.923,78,51,65.66,26,121,1
9570,30,15.9,39700,0.884,52,58,92.25,NA,200,1
15200,52,9.4,51500,0.853,64,87,96.33,49,211,1
12140,56,15.1,54100,0.932,88,74,95.35,36,568,1
9096,80,11.5,72100,0.734,72,93,91.59,20,4631,0
8786,37,15.9,63200,0.721,38,79,60.83,8,1930,0
6900,50,22.2,54300,0.805,46,81,73.93,1,759,0
9140,43,10.7,42300,0.801,73,51,72.38,31,271,1
6704,32,21,53600,0.758,65,78,91.25,17,1030,0
6996,52,19.3,55500,0.789,61,80,87.08,28,1957,0
7157,50,21.3,55600,0.806,54,NA,91.18,7,1704,0
6400,NA,20.6,56500,0.732,59,66,90.93,25,917,0
7092,49,18.1,54500,NA,46,69,90.08,15,NA,0
7142,46,19.2,56500,0.737,67,NA,87.82,NA,1375,0
7032,53,15.2,56100,1,36,75,77.47,15,342,0
6950,38,23.1,55900,0.845,67,90,83.41,16,1472,0
5988,46,15.1,54900,0.747,45,91,83.51,13,1073,0
14500,NA,14.4,68400,0.768,30,NA,80.96,NA,41,1
6618,60,22.2,54500,0.424,46,80,63.29,9,1918,0
6172,57,23.4,50700,0.805,53,83,60.25,12,472,0
8949,55,12.2,71900,0.579,45,88,43.04,37,3524,0
7950,37,15.5,NA,0.531,45,51,94.06,NA,632,1
9690,64,13.3,45800,0.662,74,60,63.91,21,290,1
8842,41,14.2,41900,0.889,52,57,44.25,14,185,1
9950,23,11,41500,0.735,NA,42,39.21,NA,69,1
8090,39,15,55800,0.751,NA,93,62.09,NA,318,0
20655,56,11.4,NA,0.744,62,79,NA,24,309,1
5960,NA,38.2,49600,1,NA,11,67.64,NA,1171,1
12292,30,22.2,NA,0.868,72,61,46.18,10,153,1
7411,79,18.6,82000,0.52,57,90,66.54,12,232,0
5050,20,18.9,NA,1,26,75,57.24,NA,706,0
5050,54,18.2,NA,0.534,47,83,65.58,7,1300,0
10258,NA,21.6,69000,0.4,61,75,83.95,NA,707,1
9190,NA,18.6,63900,0.782,53,74,70.21,NA,778,1
12520,20,16.4,60500,0.849,61,44,58.64,8,679,1
9244,74,18.1,57600,0.469,24,89,58.24,6,261,0
11230,20,6.8,44200,0.659,47,8,61.91,4,203,1
6550,33,14.9,57000,0.597,46,80,63.23,8,390,0
9550,NA,11.4,34000,0.897,44,45,94.82,NA,185,1
9315,52,13.1,67600,0.853,56,NA,83.79,17,5330,0
5739,38,15.9,45000,0.625,38,70,67.6,13,381,0
7410,79,19.5,83800,0.547,77,90,85.22,19,4520,0
10645,93,18.1,65200,0.536,63,77,93.46,19,3450,0
6450,66,18.5,60700,0.88,72,71,95.35,38,2367,1
12212,95,9.5,75700,0.34,95,90,99,22,2678,0
5050,32,15.3,NA,0.73,30,80,56.42,1,768,0
6840,36,15.4,37200,1,49,33,86.89,20,225,1
7400,36,19.8,NA,0.951,58,57,92.22,7,334,1
8856,39,17.6,61900,0.843,85,81,94.4,20,3290,0
5750,18,25.3,59900,0.978,22,67,71.34,NA,370,0
6300,NA,23.3,NA,0.771,NA,59,65.2,13,1169,1
5780,23,17.9,34400,NA,32,52,34.67,NA,110,1
5120,52,18.1,NA,0.505,69,52,96.83,9,338,1
5340,NA,12.5,NA,1,56,46,37,NA,635,1
8725,66,13.4,63700,0.683,24,82,67.06,NA,415,0
6297,50,18.1,54100,0.611,68,75,89.41,14,438,0
5715,NA,18.1,48300,0.881,42,74,64.32,NA,645,0
9450,25,91.8,NA,0.913,35,33,24.16,NA,285,1
11010,24,16.7,59700,0.513,60,77,52.99,8,504,1
15476,44,11.3,41800,0.927,48,69,96.87,35,252,1
6200,NA,14.4,NA,0.7,42,53,86.49,11,134,1
7900,NA,19,41200,0.857,38,NA,81.09,NA,349,1
11050,NA,12.1,50300,0.815,68,60,94.07,13,310,1
6050,37,11.9,32400,0.863,NA,38,56.34,15,169,1
15732,92,11.5,76000,0.676,87,90,94.27,26,4893,0
7500,25,7.5,NA,0.8,29,45,85.71,NA,100,1
5840,38,19.1,48000,0.919,43,76,88.09,8,819,0
7844,NA,19.2,66500,0.911,63,61,88.86,19,1188,0
5834,47,17,46700,0.774,42,79,86.72,24,1610,0
4720,NA,17.7,47800,0.858,52,66,64.99,20,1682,0
4449,29,17.8,70600,0.458,47,74,58.62,8,362,0
3040,65,19.5,60300,0.393,64,78,85.09,7,710,0
6720,NA,8.6,32300,0.793,NA,56,93.9,2,310,1
6550,100,13.6,76700,0.642,56,90,81.72,15,3087,0
6892,31,16.6,54500,0.841,40,72,81.52,8,3147,0
6874,48,19.2,56700,0.604,56,73,84.06,14,1515,0
6597,89,13.9,56200,0.629,66,81,52.3,20,1071,0
3950,45,15.9,43400,0.994,33,50,90.67,NA,1711,0
16900,NA,8.2,NA,0.57,84,76,99.02,21,132,1
4536,79,20.8,69200,0.716,NA,91,41.91,NA,410,0
3150,50,17.6,37800,1,NA,66,52.25,33,112,1
8160,39,14.6,57800,0.828,NA,NA,54.94,17,905,0
6634,85,17.8,54700,0.696,47,82,51.93,14,560,0
5130,46,15.5,49100,0.776,NA,84,54.43,7,59,0
